SongVidTitle,ViewCount,CurrentPosition,WeekStartDate,YtChannel
YoungBoy Never Broke Again - Through The Storm [Official Music Video],2257769,43,20180719,YoungBoy Never Broke Again
El Chombo - Dame Tu Cosita feat. Cutty Ranks (Official Video) [Ultra Records],2226394,44,20180719,Ultra Records
Jhené Aiko - Sativa ft. Rae Sremmurd,2219823,45,20180719,Jhené Aiko
Sam Smith - Too Good At Goodbyes,2198394,46,20180719,SAM SMITH
Imagine Dragons - Thunder,2188659,47,20180719,ImagineDragons
"Derez De'Shon ""Fed Up"" (WSHH Exclusive - Official Music Video)",2175543,48,20180719,WORLDSTARHIPHOP
Vaina Loca - Ozuna x Manuel Turizo (Video Oficial),2162502,49,20180719,Ozuna
Jason Aldean - You Make It Easy (Lyric Video),2109845,50,20180719,Jason Aldean
Lil Pump - ESSKEETIT [Official Music Video],2086921,51,20180719,Lil Pump
YoungBoy Never Broke Again - We Poppin (feat. Birdman) [Official Music Video],2081392,52,20180719,YoungBoy Never Broke Again
Mac Miller - Self Care,2050295,53,20180719,Mac Miller
Nicky Jam x J. Balvin - X (EQUIS) | Video Oficial | Prod. Afro Bros & Jeon,2042576,54,20180719,NickyJamTV
twenty one pilots - Jumpsuit (Official Video),1919720,55,20180719,twenty one pilots
Cardi B - Be Careful [Official Video],1876700,56,20180719,Cardi B
"6IX9INE ""Billy"" (WSHH Exclusive - Official Music Video)",1858406,57,20180719,WORLDSTARHIPHOP
Lil Skies - Nowadays ft. Landon Cube (Directed by Cole Bennett),1805822,58,20180719,Lyrical Lemonade
Luke Combs - Beautiful Crazy,1798908,59,20180719,Luke Combs
"Reik - Me Niego ft. Ozuna, Wisin",1773311,60,20180719,Reik
Drake - Behind Barz | Link Up TV,1735637,61,20180719,Link Up TV
Nicki Minaj - Bed ft. Ariana Grande,1728178,62,20180719,Nicki Minaj
Taylor Swift - Delicate,1728052,63,20180719,Taylor Swift
Lil Skies - Lust [Official Music Video] (Dir. by @NicholasJandora),1709545,64,20180719,Lil Skies
G-Eazy - I Mean It (Official Music Video) ft. Remo,1688563,65,20180719,G-Eazy
"Daddy Yankee ft. Bad Bunny, Natti Natasha & Becky G - Dura REMIX (Lyric Video)",1670450,66,20180719,Daddy Yankee
"Rich The Kid - Lost It ft. Quavo, Offset",1630838,67,20180719,Rich The Kid
Clean Bandit - Solo (feat. Demi Lovato) [Official Video],1628933,68,20180719,Clean Bandit
Brytiago x Darell - Asesina (Video Oficial),1608835,69,20180719,BrytiagoTV
"BlocBoy JB & Drake ""Look Alive"" Prod By: Tay Keith (Official Music Video) Shot By: @YooAli",1585520,70,20180719,BlocBoy JB
XXXTENTACION - SAD! (Official Music Video),1572832,71,20180719,XXXTENTACION
Maroon 5 - Sugar (Official Music Video),1572164,72,20180719,Maroon 5
Gunna - Oh Okay ft. Young Thug & Lil Baby [Official Music Video],1540610,74,20180719,Gunna
Big Sean - I Don't Fuck With You (Official Music Video) ft. E-40,1527186,75,20180719,Big Sean
Martin Garrix feat. Khalid - Ocean (Official Video),1472341,76,20180719,Martin Garrix
"21 Savage, Offset, Metro Boomin - Ric Flair Drip (Official Music Video)",1470505,77,20180719,21 Savage
Selena Gomez - Back To You,1466194,78,20180719,Selena Gomez
OneRepublic - Counting Stars,1461947,79,20180719,OneRepublic
"Calvin Harris, Dua Lipa - One Kiss (Official Video)",1459787,80,20180719,Calvin Harris
Kane Brown - Lose It,1453286,81,20180719,Kane Brown
YK Osiris - Timing (Official Video),1417425,82,20180719,YK Osiris
Tiësto & Dzeko ft. Preme & Post Malone - Jackie Chan (Official Lyric Video),1410669,83,20180719,Tiësto
Ozuna - La Modelo Ft Cardi B (Video Oficial),1404963,84,20180719,Ozuna
"Thalia, NATTI NATASHA - No Me Acuerdo (Official Video)",1388465,85,20180719,Thalia
BLACKPINK - ‘뚜두뚜두 (DDU-DU DDU-DU)’ M/V,1342748,86,20180719,BLACKPINK
Shy Glizzy - Do You Understand (ft. Tory Lanez & Gunna),1333860,88,20180719,Glizzy Gang
Imagine Dragons - Whatever It Takes (Official Music Video),1321269,89,20180719,ImagineDragons
"Derez Deshon ""Hardaway"" (WSHH Exclusive - Official Music Video)",1319053,90,20180719,WORLDSTARHIPHOP
Reckless Love (Official Lyric Video),1318044,91,20180719,Bethel Music
"Swae Lee, Slim Jxmmi, Rae Sremmurd - Guatemala",1294308,92,20180719,Rae Sremmurd
Ciara - Level Up,1289117,93,20180719,Ciara
Brett Young - Mercy,1273822,94,20180719,Brett Young
Katy Perry - Roar,1266386,95,20180719,Katy Perry
Luke Combs - Must've Never Met You,1264981,96,20180719,Luke Combs
"BHAD BHABIE feat. Lil Yachty - ""Gucci Flip Flops"" (Official Music Video) | Danielle Bregoli",1251099,97,20180719,Bhad Bhabie
Florida Georgia Line - Simple (Lyric Video),1250481,98,20180719,Florida Georgia Line
"Arcángel, Bad Bunny - Original (Video Oficial)",1240868,99,20180719,Arcangel
Disturbed  - The Sound Of Silence (Official Music Video) [4K UPGRADE],1239723,100,20180719,Disturbed
Tyga - Taste (Official Video) ft. Offset,10340438,1,20180726,Tyga
"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",8998598,2,20180726,Cardi B
Ella Mai - Boo'd Up,8502529,3,20180726,Ella Mai
Maroon 5 - Girls Like You ft. Cardi B (Official Music Video),8099916,4,20180726,Maroon 5
"YG - Big Bank ft. 2 Chainz, Big Sean, Nicki Minaj (Official Music Video)",7711296,5,20180726,YG
"Casper, Nio García, Darell, Nicky Jam, Bad Bunny, Ozuna - Te Bote Remix (Video Oficial)",6006694,6,20180726,Flow La Movie
YoungBoy Never Broke Again - Genie [Official Music Video],4284916,7,20180726,YoungBoy Never Broke Again
Drake - Nice For What,4254155,8,20180726,Drake
Post Malone - Psycho ft. Ty Dolla $ign,4235122,9,20180726,Post Malone
Kane Brown - Heaven,3742350,10,20180726,Kane Brown
Drake - God's Plan,3720712,11,20180726,Drake
Rich The Kid - Plug Walk,3665567,12,20180726,Rich The Kid
Lil Pump - Drug Addicts [Official Music Video],3600420,13,20180726,Lil Pump
Ariana Grande - God is a woman (Official Video),3390945,14,20180726,Ariana Grande
Lil Dicky  - Freaky Friday feat. Chris Brown (Official Music Video),3330765,15,20180726,Lil Dicky
Ariana Grande - no tears left to cry (Official Video),3321816,16,20180726,Ariana Grande
Migos - Narcos,3238044,17,20180726,Migos ATL
Ciara - Level Up,3185887,18,20180726,Ciara
Iggy Azalea - Kream ft. Tyga,3172685,19,20180726,Iggy Azalea
"Becky G, NATTI NATASHA - Sin Pijama (Official Video)",3100922,20,20180726,Becky G
Ozuna x Romeo Santos - El Farsante (Remix) (Video Oficial),3056272,21,20180726,Ozuna
Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video],3035481,22,20180726,Bebe Rexha
Juice WRLD – Wasted (feat. Lil Uzi Vert),2966257,23,20180726,Juice WRLD
Childish Gambino - This Is America (Official Video),2870239,24,20180726,Donald Glover
Jhené Aiko - Sativa ft. Rae Sremmurd,2732249,25,20180726,Jhené Aiko
BAD BUNNY - ESTAMOS BIEN | X100PRE (Official Video),2700541,26,20180726,Bad Bunny
Raymix - Oye Mujer,2655519,27,20180726,Raymix
YoungBoy Never Broke Again – Overdose [Official Music Video],2598684,28,20180726,YoungBoy Never Broke Again
"Migos, Nicki Minaj, Cardi B - MotorSport (Official Video)",2489481,29,20180726,Migos ATL
Drake - I'm Upset,2450445,30,20180726,Drake
"6IX9INE ""Gotti"" (WSHH Exclusive - Official Music Video)",2437182,31,20180726,WORLDSTARHIPHOP
THE CARTERS - APESHIT (Official Video),2392794,32,20180726,Beyoncé
Troye Sivan - Dance To This ft. Ariana Grande (Official Video),2341290,33,20180726,Troye Sivan
YoungBoy Never Broke Again - Through The Storm [Official Music Video],2333533,34,20180726,YoungBoy Never Broke Again
Nicky Jam x J. Balvin - X (EQUIS) | Video Oficial | Prod. Afro Bros & Jeon,2330009,35,20180726,NickyJamTV
"G-Eazy - No Limit REMIX ft. A$AP Rocky, Cardi B, French Montana, Juicy J, Belly",2319633,36,20180726,G-Eazy
Jason Aldean - You Make It Easy (Lyric Video),2311256,37,20180726,Jason Aldean
"J Balvin, Zion & Lennox - No Es Justo (Official Video)",2305551,38,20180726,J Balvin
El Chombo - Dame Tu Cosita feat. Cutty Ranks (Official Video) [Ultra Records],2283529,39,20180726,Ultra Records
Haschak Sisters - Like A Girl,2274279,40,20180726,Haschak Sisters
Bad Wolves - Zombie (Official Video),2274022,41,20180726,Better Noise Music
The Weeknd - Call Out My Name (Official Video),2192981,42,20180726,The Weeknd
Anuel AA - Brindemos feat. Ozuna (Audio),2187848,43,20180726,Anuel AA
Denzel Curry - CLOUT COBAIN | CLOUT CO13A1N,2174255,44,20180726,Denzel Curry
"6IX9INE ""Billy"" (WSHH Exclusive - Official Music Video)",2162710,45,20180726,WORLDSTARHIPHOP
Martin Garrix feat. Khalid - Ocean (Official Video),2161694,46,20180726,Martin Garrix
"6IX9INE ""Tati"" Feat. DJ SpinKing (WSHH Exclusive - Official Music Video)",2160907,47,20180726,WORLDSTARHIPHOP
Imagine Dragons - Thunder,2129183,48,20180726,ImagineDragons
Ed Sheeran - Perfect (Official Music Video),2101383,49,20180726,Ed Sheeran
Mac Miller - Self Care,2087085,50,20180726,Mac Miller
"Derez De'Shon ""Fed Up"" (WSHH Exclusive - Official Music Video)",2083894,51,20180726,WORLDSTARHIPHOP
"21 Savage, Offset, Metro Boomin - Ric Flair Drip (Official Music Video)",2001101,52,20180726,21 Savage
"Rich The Kid - Lost It ft. Quavo, Offset",1948924,53,20180726,Rich The Kid
YoungBoy Never Broke Again - We Poppin (feat. Birdman) [Official Music Video],1913656,54,20180726,YoungBoy Never Broke Again
Bebe Rexha - I'm A Mess [Official Music Video],1904336,55,20180726,Bebe Rexha
6IX9INE - GUMMO (OFFICIAL MUSIC VIDEO),1889922,56,20180726,FCK THEM
Lil Pump - ESSKEETIT [Official Music Video],1884103,57,20180726,Lil Pump
Migos - Walk It Talk It ft. Drake (Official Video),1881891,58,20180726,Migos ATL
Cardi B - Be Careful [Official Video],1822320,59,20180726,Cardi B
Vaina Loca - Ozuna x Manuel Turizo (Video Oficial),1778765,60,20180726,Ozuna
"Khalid - OTW (Official Video) ft. 6LACK, Ty Dolla $ign",1758471,61,20180726,Khalid
Luke Combs - Beautiful Crazy,1712364,62,20180726,Luke Combs
G-Eazy - I Mean It (Official Music Video) ft. Remo,1647491,63,20180726,G-Eazy
Lil Skies - Lust [Official Music Video] (Dir. by @NicholasJandora),1534770,64,20180726,Lil Skies
Brytiago x Darell - Asesina (Video Oficial),1504458,65,20180726,BrytiagoTV
POTATO SALAD,1501461,66,20180726,"Tyler, The Creator"
Gunna - Oh Okay ft. Young Thug & Lil Baby [Official Music Video],1499978,67,20180726,Gunna
Taylor Swift - Delicate,1495653,68,20180726,Taylor Swift
Sabrina Carpenter - Almost Love (Official Video),1476767,69,20180726,Sabrina Carpenter
"BlocBoy JB & Drake ""Look Alive"" Prod By: Tay Keith (Official Music Video) Shot By: @YooAli",1462908,70,20180726,BlocBoy JB
X Remix - Nicky Jam x J Balvin x Ozuna x Maluma,1462122,71,20180726,NickyJamTV
"Thalia, NATTI NATASHA - No Me Acuerdo (Official Video)",1432191,72,20180726,Thalia
BANDA MS - EL COLOR DE TUS OJOS (VIDEO OFICIAL),1425322,73,20180726,Lizos Music
Chris Brown - Tempo (Official Video),1374407,74,20180726,Chris Brown
"Derez Deshon ""Hardaway"" (WSHH Exclusive - Official Music Video)",1357115,75,20180726,WORLDSTARHIPHOP
"Calvin Harris, Dua Lipa - One Kiss (Official Video)",1352933,76,20180726,Calvin Harris
5 Seconds of Summer - Youngblood (Alt Version),1332398,77,20180726,5SOS
"Daddy Yankee ft. Bad Bunny, Natti Natasha & Becky G - Dura REMIX (Lyric Video)",1308919,78,20180726,Daddy Yankee
OneRepublic - Counting Stars,1308186,79,20180726,OneRepublic
James Arthur - Say You Won't Let Go,1302953,80,20180726,James Arthur
Lauren Daigle - You Say (Official Music Video),1302776,81,20180726,Lauren Daigle
Kane Brown - Lose It,1300739,82,20180726,Kane Brown
YoungBoy Never Broke Again - No Smoke [Official Music Video],1290266,83,20180726,YoungBoy Never Broke Again
In Real Life - Tonight Belongs to You (Official Video),1279627,84,20180726,IRL Music
"Bella Remix, Wolfine y Maluma - Video Oficial",1278950,85,20180726,Wolfine
Reckless Love (Official Lyric Video),1264192,87,20180726,Bethel Music
Big Sean - I Don't Fuck With You (Official Music Video) ft. E-40,1261559,88,20180726,Big Sean
BANDA MS - TU POSTURA (VIDEO OFICIAL),1258249,89,20180726,Lizos Music
Young Thug - Up feat. Lil Uzi Vert [Official Music Video],1257669,90,20180726,Young Thug
Demi Lovato - Sober (Official Lyric Video),1255247,91,20180726,Demi Lovato
Clean Bandit - Solo (feat. Demi Lovato) [Official Video],1250232,92,20180726,Clean Bandit
Disturbed  - The Sound Of Silence (Official Music Video) [4K UPGRADE],1231157,93,20180726,Disturbed
Katy Perry - Roar,1227984,94,20180726,Katy Perry
Nicki Minaj - Bed ft. Ariana Grande,1221362,95,20180726,Nicki Minaj
BLACKPINK - ‘뚜두뚜두 (DDU-DU DDU-DU)’ M/V,1214395,96,20180726,BLACKPINK
Brett Young - Mercy,1211436,97,20180726,Brett Young
YK Osiris - Timing (Official Video),1207025,98,20180726,YK Osiris
Drowns the Whiskey (feat. Miranda Lambert) (Music Video),1198629,99,20180726,Jason Aldean
Kevin Gates - Change Lanes (Directed by Cole Bennett),1196968,100,20180726,Lyrical Lemonade
"6ix9ine - FEFE ft. Nicki Minaj, Murda Beatz",20614984,1,20180802,Tekashi 6ix9ine
"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",10672716,2,20180802,Cardi B
Maroon 5 - Girls Like You ft. Cardi B (Official Music Video),10281477,3,20180802,Maroon 5
Tyga - Taste (Official Video) ft. Offset,9603924,4,20180802,Tyga
Ella Mai - Boo'd Up,8290478,5,20180802,Ella Mai
"DJ Khaled - No Brainer (Official Video) ft. Justin Bieber, Chance the Rapper, Quavo",6894155,6,20180802,DJ Khaled
"YG - Big Bank ft. 2 Chainz, Big Sean, Nicki Minaj (Official Music Video)",5643527,7,20180802,YG
"Casper, Nio García, Darell, Nicky Jam, Bad Bunny, Ozuna - Te Bote Remix (Video Oficial)",5553320,8,20180802,Flow La Movie
"BHAD BHABIE - ""Trust Me"" feat. Ty Dolla $ign (Official Music VIdeo) | Danielle Bregoli",4891165,9,20180802,Bhad Bhabie
Post Malone - Psycho ft. Ty Dolla $ign,4332719,10,20180802,Post Malone
YG - Handgun ft. A$AP Rocky (Official Music Video),4283810,11,20180802,YG
YoungBoy Never Broke Again - Genie [Official Music Video],4190568,12,20180802,YoungBoy Never Broke Again
Kane Brown - Heaven,3913865,13,20180802,Kane Brown
Ciara - Level Up,3797243,14,20180802,Ciara
Drake - God's Plan,3463921,15,20180802,Drake
Ozuna x Romeo Santos - El Farsante (Remix) (Video Oficial),3143596,16,20180802,Ozuna
Ariana Grande - no tears left to cry (Official Video),3127075,17,20180802,Ariana Grande
Drake - Nice For What,3111480,18,20180802,Drake
Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video],3066449,19,20180802,Bebe Rexha
Ariana Grande - God is a woman (Official Video),3044312,20,20180802,Ariana Grande
Rich The Kid - Plug Walk,3035511,21,20180802,Rich The Kid
Lil Dicky  - Freaky Friday feat. Chris Brown (Official Music Video),3005574,22,20180802,Lil Dicky
"Becky G, NATTI NATASHA - Sin Pijama (Official Video)",2982827,23,20180802,Becky G
Raymix - Oye Mujer,2867250,24,20180802,Raymix
Migos - Narcos,2859779,25,20180802,Migos ATL
POTATO SALAD,2793957,26,20180802,"Tyler, The Creator"
Jhené Aiko - Sativa ft. Rae Sremmurd,2788124,27,20180802,Jhené Aiko
Anuel AA - Brindemos feat. Ozuna (Audio),2751323,28,20180802,Anuel AA
Iggy Azalea - Kream ft. Tyga,2682765,29,20180802,Iggy Azalea
BAD BUNNY - ESTAMOS BIEN | X100PRE (Official Video),2669135,30,20180802,Bad Bunny
Vaina Loca - Ozuna x Manuel Turizo (Video Oficial),2563196,31,20180802,Ozuna
Lil Pump - Drug Addicts [Official Music Video],2524068,32,20180802,Lil Pump
YoungBoy Never Broke Again – Overdose [Official Music Video],2508823,33,20180802,YoungBoy Never Broke Again
"Migos, Nicki Minaj, Cardi B - MotorSport (Official Video)",2501531,34,20180802,Migos ATL
Childish Gambino - This Is America (Official Video),2497213,35,20180802,Donald Glover
Bad Wolves - Zombie (Official Video),2311266,36,20180802,Better Noise Music
"6IX9INE ""Gotti"" (WSHH Exclusive - Official Music Video)",2281150,37,20180802,WORLDSTARHIPHOP
"G-Eazy - No Limit REMIX ft. A$AP Rocky, Cardi B, French Montana, Juicy J, Belly",2232533,38,20180802,G-Eazy
YoungBoy Never Broke Again - Through The Storm [Official Music Video],2231629,39,20180802,YoungBoy Never Broke Again
The Weeknd - Call Out My Name (Official Video),2184237,40,20180802,The Weeknd
Juice WRLD – Wasted (feat. Lil Uzi Vert),2181963,41,20180802,Juice WRLD
Jason Aldean - You Make It Easy (Lyric Video),2167851,42,20180802,Jason Aldean
Ed Sheeran - Perfect (Official Music Video),2154395,43,20180802,Ed Sheeran
"Derez De'Shon ""Fed Up"" (WSHH Exclusive - Official Music Video)",2152063,44,20180802,WORLDSTARHIPHOP
"J Balvin, Zion & Lennox - No Es Justo (Official Video)",2095264,45,20180802,J Balvin
Denzel Curry - CLOUT COBAIN | CLOUT CO13A1N,2056084,46,20180802,Denzel Curry
Thomas Rhett - Marry Me,2047953,47,20180802,Thomas Rhett
El Chombo - Dame Tu Cosita feat. Cutty Ranks (Official Video) [Ultra Records],2045811,48,20180802,Ultra Records
THE CARTERS - APESHIT (Official Video),2022656,49,20180802,Beyoncé
"6IX9INE ""Tati"" Feat. DJ SpinKing (WSHH Exclusive - Official Music Video)",1988490,50,20180802,WORLDSTARHIPHOP
"6IX9INE ""Billy"" (WSHH Exclusive - Official Music Video)",1986507,51,20180802,WORLDSTARHIPHOP
"G-Eazy - Power (Official Video) ft. Nef The Pharaoh, P-Lo",1897697,52,20180802,G-Eazy
Gucci Mane - I Get The Bag feat. Migos [Official Music Video],1879452,53,20180802,Gucci Mane
Luke Combs - Beautiful Crazy,1826739,54,20180802,Luke Combs
"Rich The Kid - Lost It ft. Quavo, Offset",1815132,55,20180802,Rich The Kid
Bebe Rexha - I'm A Mess [Official Music Video],1795862,56,20180802,Bebe Rexha
YoungBoy Never Broke Again - We Poppin (feat. Birdman) [Official Music Video],1783832,57,20180802,YoungBoy Never Broke Again
Drake - In My Feelings,1776498,58,20180802,Drake
MEDICINE - QUEEN NAIJA  (OFFICIAL VIDEO),1719863,59,20180802,Queen Naija
Mac Miller - Self Care,1686675,60,20180802,Mac Miller
Lil Pump - ESSKEETIT [Official Music Video],1605067,61,20180802,Lil Pump
G-Eazy - I Mean It (Official Music Video) ft. Remo,1598710,62,20180802,G-Eazy
BANDA MS - TU POSTURA (VIDEO OFICIAL),1597449,63,20180802,Lizos Music
Cardi B - Be Careful [Official Video],1573600,64,20180802,Cardi B
"Shakira, Maluma - Clandestino (Official Video)",1555013,65,20180802,Shakira
YoungBoy Never Broke Again - Astronaut Kid (Official Video),1540167,66,20180802,YoungBoy Never Broke Again
Drake - I'm Upset,1540089,67,20180802,Drake
Migos - Walk It Talk It ft. Drake (Official Video),1528371,68,20180802,Migos ATL
"Thalia, NATTI NATASHA - No Me Acuerdo (Official Video)",1509369,69,20180802,Thalia
YBN Nahmir - Pain Away Ft. YBN Cordae (Official Music Video),1481474,70,20180802,YBN Nahmir
Brytiago x Darell - Asesina (Video Oficial),1480445,71,20180802,BrytiagoTV
Gunna - Oh Okay ft. Young Thug & Lil Baby [Official Music Video],1470429,72,20180802,Gunna
"Bella Remix, Wolfine y Maluma - Video Oficial",1470321,73,20180802,Wolfine
Martin Garrix feat. Khalid - Ocean (Official Video),1449426,74,20180802,Martin Garrix
Lauren Daigle - You Say (Official Music Video),1421172,75,20180802,Lauren Daigle
"DJ Khaled - I'm The One ft. Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",1379661,76,20180802,DJ Khaled
Troye Sivan - Dance To This ft. Ariana Grande (Official Video),1379479,77,20180802,Troye Sivan
Brett Young - Mercy,1372318,78,20180802,Brett Young
James Arthur - Say You Won't Let Go,1369742,79,20180802,James Arthur
"Billie Eilish, Khalid - lovely (Official Music Video)",1362081,80,20180802,Billie Eilish
Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack,1354118,81,20180802,Wiz Khalifa
Lil Skies - Lust [Official Music Video] (Dir. by @NicholasJandora),1352934,82,20180802,Lil Skies
Zhavia -  Candlelight (Official Video),1336860,83,20180802,Zhavia
Maroon 5 - Sugar (Official Music Video),1296642,84,20180802,Maroon 5
Reckless Love (Official Lyric Video),1291723,85,20180802,Bethel Music
"Calvin Harris, Dua Lipa - One Kiss (Official Video)",1288486,86,20180802,Calvin Harris
"BlocBoy JB & Drake ""Look Alive"" Prod By: Tay Keith (Official Music Video) Shot By: @YooAli",1267626,87,20180802,BlocBoy JB
Tyga - SWISH (Official Music Video),1264196,88,20180802,Tyga
"Derez Deshon ""Hardaway"" (WSHH Exclusive - Official Music Video)",1261684,89,20180802,WORLDSTARHIPHOP
Clean Bandit - Solo (feat. Demi Lovato) [Official Video],1259900,90,20180802,Clean Bandit
5 Seconds of Summer - Youngblood (Alt Version),1258549,91,20180802,5SOS
Kane Brown - Lose It,1255829,92,20180802,Kane Brown
"BHAD BHABIE feat. Lil Yachty - ""Gucci Flip Flops"" (Official Music Video) | Danielle Bregoli",1237213,93,20180802,Bhad Bhabie
Piso 21 - Déjala Que Vuelva (feat. Manuel Turizo) [Video Oficial],1228999,94,20180802,Piso 21
Kevin Gates - Change Lanes (Directed by Cole Bennett),1227952,95,20180802,Lyrical Lemonade
Katy Perry - Roar,1221241,97,20180802,Katy Perry
"Tory Lanez, Rich The Kid - TAlk tO Me",1218467,98,20180802,Tory Lanez
"Khalid - OTW (Official Video) ft. 6LACK, Ty Dolla $ign",1203305,99,20180802,Khalid
Chris Brown - Tempo (Official Video),1201145,100,20180802,Chris Brown
"6ix9ine - FEFE ft. Nicki Minaj, Murda Beatz",17628804,1,20180809,Tekashi 6ix9ine
Drake - In My Feelings,16888977,2,20180809,Drake
Maroon 5 - Girls Like You ft. Cardi B (Official Music Video),10543196,3,20180809,Maroon 5
Tyga - Taste (Official Video) ft. Offset,9155594,4,20180809,Tyga
"YG - Big Bank ft. 2 Chainz, Big Sean, Nicki Minaj (Official Music Video)",8641548,5,20180809,YG
"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",8626235,6,20180809,Cardi B
Ella Mai - Boo'd Up,7484973,7,20180809,Ella Mai
"Casper, Nio García, Darell, Nicky Jam, Bad Bunny, Ozuna - Te Bote Remix (Video Oficial)",5893022,8,20180809,Flow La Movie
Ciara - Level Up,5394930,9,20180809,Ciara
"DJ Khaled - No Brainer (Official Video) ft. Justin Bieber, Chance the Rapper, Quavo",5220226,10,20180809,DJ Khaled
YoungBoy Never Broke Again - Genie [Official Music Video],4201194,11,20180809,YoungBoy Never Broke Again
Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video],4164354,12,20180809,Bebe Rexha
Kane Brown - Heaven,4040890,13,20180809,Kane Brown
Whitney Woerz -LOVE ME NOT (Lyric Video),3852228,14,20180809,Whitney Woerz
Juice WRLD -  Lean Wit Me (Official Music Video),3548917,15,20180809,Juice WRLD
"G-Eazy - 1942 (Official Video) ft. Yo Gotti, YBN Nahmir",3421401,16,20180809,G-Eazy
Post Malone - Psycho ft. Ty Dolla $ign,3362454,17,20180809,Post Malone
Drake - God's Plan,3154386,18,20180809,Drake
Ozuna x Romeo Santos - El Farsante (Remix) (Video Oficial),3036165,19,20180809,Ozuna
YG - Handgun ft. A$AP Rocky (Official Music Video),2999854,20,20180809,YG
YoungBoy Never Broke Again - Astronaut Kid (Official Video),2851759,21,20180809,YoungBoy Never Broke Again
Raymix - Oye Mujer,2839031,22,20180809,Raymix
Travis Scott - STOP TRYING TO BE GOD,2793497,23,20180809,Travis Scott
Drake - Nice For What,2791897,24,20180809,Drake
"Becky G, NATTI NATASHA - Sin Pijama (Official Video)",2710891,25,20180809,Becky G
Migos - Narcos,2704079,26,20180809,Migos ATL
Ariana Grande - no tears left to cry (Official Video),2692359,27,20180809,Ariana Grande
Vaina Loca - Ozuna x Manuel Turizo (Video Oficial),2511318,28,20180809,Ozuna
"BHAD BHABIE - ""Trust Me"" feat. Ty Dolla $ign (Official Music VIdeo) | Danielle Bregoli",2489709,29,20180809,Bhad Bhabie
Rich The Kid - Plug Walk,2467535,30,20180809,Rich The Kid
Drake - Nonstop,2445795,31,20180809,Drake
"G-Eazy - No Limit REMIX ft. A$AP Rocky, Cardi B, French Montana, Juicy J, Belly",2431126,32,20180809,G-Eazy
Lil Dicky  - Freaky Friday feat. Chris Brown (Official Music Video),2418607,33,20180809,Lil Dicky
"Migos, Nicki Minaj, Cardi B - MotorSport (Official Video)",2360047,34,20180809,Migos ATL
"J Balvin, Zion & Lennox - No Es Justo (Official Video)",2359397,35,20180809,J Balvin
YoungBoy Never Broke Again – Overdose [Official Music Video],2344527,36,20180809,YoungBoy Never Broke Again
Bad Wolves - Zombie (Official Video),2246921,37,20180809,Better Noise Music
Childish Gambino - This Is America (Official Video),2215575,38,20180809,Donald Glover
Jason Aldean - You Make It Easy (Lyric Video),2177718,39,20180809,Jason Aldean
Brett Young - Mercy,2172857,40,20180809,Brett Young
YoungBoy Never Broke Again - Through The Storm [Official Music Video],2142684,41,20180809,YoungBoy Never Broke Again
Iggy Azalea - Kream ft. Tyga,2108084,42,20180809,Iggy Azalea
Thomas Rhett - Marry Me,2097665,43,20180809,Thomas Rhett
Ed Sheeran - Perfect (Official Music Video),2095112,44,20180809,Ed Sheeran
"6IX9INE ""Gotti"" (WSHH Exclusive - Official Music Video)",2093961,45,20180809,WORLDSTARHIPHOP
Jhené Aiko - Sativa ft. Rae Sremmurd,2092829,46,20180809,Jhené Aiko
"Shakira, Maluma - Clandestino (Official Video)",2068134,47,20180809,Shakira
BAD BUNNY - ESTAMOS BIEN | X100PRE (Official Video),2067302,48,20180809,Bad Bunny
The Weeknd - Call Out My Name (Official Video),2043287,49,20180809,The Weeknd
"Derez De'Shon ""Fed Up"" (WSHH Exclusive - Official Music Video)",2010574,50,20180809,WORLDSTARHIPHOP
Ariana Grande - God is a woman (Official Video),1984860,51,20180809,Ariana Grande
Bebe Rexha - I'm A Mess [Official Music Video],1979262,52,20180809,Bebe Rexha
Juice WRLD – Wasted (feat. Lil Uzi Vert),1883654,53,20180809,Juice WRLD
Luke Combs - Beautiful Crazy,1864604,54,20180809,Luke Combs
THE CARTERS - APESHIT (Official Video),1820434,55,20180809,Beyoncé
Lil Pump - Drug Addicts [Official Music Video],1803289,56,20180809,Lil Pump
"6IX9INE ""Billy"" (WSHH Exclusive - Official Music Video)",1761977,57,20180809,WORLDSTARHIPHOP
"6IX9INE ""Tati"" Feat. DJ SpinKing (WSHH Exclusive - Official Music Video)",1760577,58,20180809,WORLDSTARHIPHOP
Anuel AA - Brindemos feat. Ozuna (Audio),1736269,59,20180809,Anuel AA
Denzel Curry - CLOUT COBAIN | CLOUT CO13A1N,1732255,60,20180809,Denzel Curry
BANDA MS - TU POSTURA (VIDEO OFICIAL),1713586,61,20180809,Lizos Music
Smokepurpp - Nephew ft. Lil Pump (Official Music Video),1688238,62,20180809,smokepurpp
